action	f0	f1	f2	f3	f4	f5	f6	f7	f8	f9	f10	f11	f12	f13	f14	f15	f16	f17	f18	f19	f20	f21	f22	f23	f24	f25	f26	f27	f28	f29	f30	f31	f32	f33	f34	f35	f36	f37	f38	f39	f40	f41
9	1.0	0.44	1.0	0.18428	0.13	0.06	0.4666666666666667	0.3	0.13333333333333333	0.03333333333333333	0.125	0.0	0.3025	1.0	0.0	0.06666666666666667	0.07872	0.08	0.06	0.4666666666666667	0.09999999999999998	-0.016666666666666663	0.03333333333333333	0.075	0.0	0.0	0.0	0.0	0.06666666666666667	0.07872	0.08	0.06	0.4666666666666667	0.09999999999999998	-0.016666666666666663	0.03333333333333333	0.075	0.0	0.0	0.0	0.0	0.06666666666666667
20	1.0	0.44	1.0	0.11596	0.08	0.13	0.4	0.3	0.15	0.0	0.0625	0.0	0.3025	1.0	0.0	0.2	-0.06832	-0.03	0.13	0.4	0.0	0.016666666666666663	0.0	-0.0625	0.0	0.0	0.0	0.0	0.2	-0.06832	-0.03	0.13	0.4	0.0	0.016666666666666663	0.0	-0.0625	0.0	0.0	0.0	0.0	0.2
20	1.0	0.44	1.0	0.11596	0.08	0.13	0.4	0.3	0.15	0.0	0.0625	0.0	0.3025	1.0	0.0	0.18	-0.06832	-0.03	0.13	0.4	0.0	0.016666666666666663	0.0	-0.0625	0.0	0.0	0.0	0.0	0.18	-0.06832	-0.03	0.13	0.4	0.0	0.016666666666666663	0.0	-0.0625	0.0	0.0	0.0	0.0	0.18
20	1.0	0.44	1.0	0.11596	0.08	0.13	0.4	0.3	0.15	0.0	0.0625	0.0	0.3025	1.0	0.0	0.16333333333333333	-0.06832	-0.03	0.13	0.4	0.0	0.016666666666666663	0.0	-0.0625	0.0	0.0	0.0	0.0	0.16333333333333333	-0.06832	-0.03	0.13	0.4	0.0	0.016666666666666663	0.0	-0.0625	0.0	0.0	0.0	0.0	0.16333333333333333
20	1.0	0.44	1.0	0.11596	0.08	0.13	0.4	0.3	0.15	0.0	0.0625	0.0	0.3025	1.0	0.0	0.14666666666666667	-0.06832	-0.03	0.13	0.4	0.0	0.016666666666666663	0.0	-0.0625	0.0	0.0	0.0	0.0	0.14666666666666667	-0.06832	-0.03	0.13	0.4	0.0	0.016666666666666663	0.0	-0.0625	0.0	0.0	0.0	0.0	0.14666666666666667
10	1.0	0.44	1.0	0.11596	0.08	0.13	0.4	0.3	0.15	0.0	0.0625	0.0	0.3025	1.0	0.0	0.13	-0.06832	-0.03	0.13	0.4	0.0	0.016666666666666663	0.0	-0.0625	0.0	0.0	0.0	0.0	0.13	-0.06832	-0.03	0.13	0.4	0.0	0.016666666666666663	0.0	-0.0625	0.0	0.0	0.0	0.0	0.13
20	1.0	0.44	1.0	0.12796	0.08	0.0	0.43333333333333335	0.3	0.15	0.0	0.0625	0.0	0.3025	1.0	0.0	0.016666666666666666	-0.05632000000000001	-0.03	0.0	0.43333333333333335	0.0	0.016666666666666663	0.0	-0.0625	0.0	0.0	0.0	0.0	0.016666666666666666	-0.05632000000000001	-0.03	0.0	0.43333333333333335	0.0	0.016666666666666663	0.0	-0.0625	0.0	0.0	0.0	0.0	0.016666666666666666
0	1.0	0.46	1.0	0.18428	0.13	0.19	0.4666666666666667	0.3	0.13333333333333333	0.03333333333333333	0.125	0.0	0.3025	1.0	0.0	0.2633333333333333	0.05632000000000001	0.07	0.19	0.4666666666666667	0.0	-0.016666666666666663	0.03333333333333333	0.0625	0.0	0.0	0.0	0.0	0.2633333333333333	0.05632000000000001	0.07	0.19	0.4666666666666667	0.0	-0.016666666666666663	0.03333333333333333	0.0625	0.0	0.0	0.0	0.0	0.2633333333333333
5	1.0	0.46	1.0	0.18448	0.13	0.17	0.4666666666666667	0.3	0.13333333333333333	0.03333333333333333	0.125	0.0	0.3025	1.0	0.0	0.006666666666666667	0.056520000000000015	0.07	0.17	0.4666666666666667	0.0	-0.016666666666666663	0.03333333333333333	0.0625	0.0	0.0	0.0	0.0	0.006666666666666667	0.056520000000000015	0.07	0.17	0.4666666666666667	0.0	-0.016666666666666663	0.03333333333333333	0.0625	0.0	0.0	0.0	0.0	0.006666666666666667
0	1.0	0.46	1.0	0.18568	0.14	0.15	0.4666666666666667	0.3	0.15	0.03333333333333333	0.1375	0.0	0.3025	1.0	0.0	0.22333333333333333	0.05772000000000002	0.08000000000000002	0.15	0.4666666666666667	0.0	0.0	0.03333333333333333	0.07500000000000001	0.0	0.0	0.0	0.0	0.22333333333333333	0.05772000000000002	0.08000000000000002	0.15	0.4666666666666667	0.0	0.0	0.03333333333333333	0.07500000000000001	0.0	0.0	0.0	0.0	0.22333333333333333
20	1.0	0.46	1.0	0.18588	0.14	0.13	0.4666666666666667	0.3	0.15	0.03333333333333333	0.1375	0.0	0.3025	1.0	0.0	0.21	0.05792	0.08000000000000002	0.13	0.4666666666666667	0.0	0.0	0.03333333333333333	0.07500000000000001	0.0	0.0	0.0	0.0	0.21	0.05792	0.08000000000000002	0.13	0.4666666666666667	0.0	0.0	0.03333333333333333	0.07500000000000001	0.0	0.0	0.0	0.0	0.21
20	1.0	0.46	1.0	0.18588	0.14	0.13	0.4666666666666667	0.3	0.15	0.03333333333333333	0.1375	0.0	0.3025	1.0	0.0	0.17	0.05792	0.08000000000000002	0.13	0.4666666666666667	0.0	0.0	0.03333333333333333	0.07500000000000001	0.0	0.0	0.0	0.0	0.17	0.05792	0.08000000000000002	0.13	0.4666666666666667	0.0	0.0	0.03333333333333333	0.07500000000000001	0.0	0.0	0.0	0.0	0.17
20	1.0	0.46	1.0	0.18588	0.14	0.13	0.4666666666666667	0.3	0.15	0.03333333333333333	0.1375	0.0	0.3025	1.0	0.0	0.15333333333333332	0.05792	0.08000000000000002	0.13	0.4666666666666667	0.0	0.0	0.03333333333333333	0.07500000000000001	0.0	0.0	0.0	0.0	0.15333333333333332	0.05792	0.08000000000000002	0.13	0.4666666666666667	0.0	0.0	0.03333333333333333	0.07500000000000001	0.0	0.0	0.0	0.0	0.15333333333333332
20	1.0	0.46	1.0	0.18588	0.14	0.13	0.4666666666666667	0.3	0.15	0.03333333333333333	0.1375	0.0	0.3025	1.0	0.0	0.13333333333333333	0.05792	0.08000000000000002	0.13	0.4666666666666667	0.0	0.0	0.03333333333333333	0.07500000000000001	0.0	0.0	0.0	0.0	0.13333333333333333	0.05792	0.08000000000000002	0.13	0.4666666666666667	0.0	0.0	0.03333333333333333	0.07500000000000001	0.0	0.0	0.0	0.0	0.13333333333333333
20	1.0	0.46	1.0	0.12796	0.08	0.08	0.43333333333333335	0.3	0.15	0.0	0.0625	0.0	0.3025	1.0	0.0	0.17	-0.05792	-0.039999999999999994	0.08	0.43333333333333335	0.0	0.0	0.0	-0.07500000000000001	0.0	0.0	0.0	0.0	0.17	-0.05792	-0.039999999999999994	0.08	0.43333333333333335	0.0	0.0	0.0	-0.07500000000000001	0.0	0.0	0.0	0.0	0.17
20	1.0	0.46	1.0	0.12796	0.08	0.08	0.43333333333333335	0.3	0.15	0.0	0.0625	0.0	0.3025	1.0	0.0	0.14666666666666667	-0.05792	-0.039999999999999994	0.08	0.43333333333333335	0.0	0.0	0.0	-0.07500000000000001	0.0	0.0	0.0	0.0	0.14666666666666667	-0.05792	-0.039999999999999994	0.08	0.43333333333333335	0.0	0.0	0.0	-0.07500000000000001	0.0	0.0	0.0	0.0	0.14666666666666667
20	1.0	0.46	1.0	0.12796	0.08	0.08	0.43333333333333335	0.3	0.15	0.0	0.0625	0.0	0.3025	1.0	0.0	0.13	-0.05792	-0.039999999999999994	0.08	0.43333333333333335	0.0	0.0	0.0	-0.07500000000000001	0.0	0.0	0.0	0.0	0.13	-0.05792	-0.039999999999999994	0.08	0.43333333333333335	0.0	0.0	0.0	-0.07500000000000001	0.0	0.0	0.0	0.0	0.13
20	1.0	0.46	1.0	0.12796	0.08	0.08	0.43333333333333335	0.3	0.15	0.0	0.0625	0.0	0.3025	1.0	0.0	0.11333333333333333	-0.05792	-0.039999999999999994	0.08	0.43333333333333335	0.0	0.0	0.0	-0.07500000000000001	0.0	0.0	0.0	0.0	0.11333333333333333	-0.05792	-0.039999999999999994	0.08	0.43333333333333335	0.0	0.0	0.0	-0.07500000000000001	0.0	0.0	0.0	0.0	0.11333333333333333
20	1.0	0.46	1.0	0.12796	0.08	0.08	0.43333333333333335	0.3	0.15	0.0	0.0625	0.0	0.3025	1.0	0.0	0.09666666666666666	-0.05792	-0.039999999999999994	0.08	0.43333333333333335	0.0	0.0	0.0	-0.07500000000000001	0.0	0.0	0.0	0.0	0.09666666666666666	-0.05792	-0.039999999999999994	0.08	0.43333333333333335	0.0	0.0	0.0	-0.07500000000000001	0.0	0.0	0.0	0.0	0.09666666666666666
0	1.0	0.46	1.0	0.12796	0.08	0.08	0.43333333333333335	0.3	0.15	0.0	0.0625	0.0	0.3025	1.0	0.0	0.08333333333333333	-0.05792	-0.039999999999999994	0.08	0.43333333333333335	0.0	0.0	0.0	-0.07500000000000001	0.0	0.0	0.0	0.0	0.08333333333333333	-0.05792	-0.039999999999999994	0.08	0.43333333333333335	0.0	0.0	0.0	-0.07500000000000001	0.0	0.0	0.0	0.0	0.08333333333333333
6	1.0	0.46	1.0	0.12816	0.08	0.06	0.43333333333333335	0.3	0.15	0.0	0.0625	0.0	0.3025	1.0	0.0	0.06666666666666667	-0.057719999999999994	-0.039999999999999994	0.06	0.43333333333333335	0.0	0.0	0.0	-0.07500000000000001	0.0	0.0	0.0	0.0	0.06666666666666667	-0.057719999999999994	-0.039999999999999994	0.06	0.43333333333333335	0.0	0.0	0.0	-0.07500000000000001	0.0	0.0	0.0	0.0	0.06666666666666667
9	1.0	0.46	1.0	0.13036	0.1	0.0	0.43333333333333335	0.3	0.15	0.0	0.075	0.0	0.3025	1.0	0.0	0.03666666666666667	-0.055519999999999986	-0.01999999999999999	0.0	0.43333333333333335	0.0	0.0	0.0	-0.06250000000000001	0.0	0.0	0.0	0.0	0.03666666666666667	-0.055519999999999986	-0.01999999999999999	0.0	0.43333333333333335	0.0	0.0	0.0	-0.06250000000000001	0.0	0.0	0.0	0.0	0.03666666666666667
0	1.0	0.48	1.0	0.18588	0.14	0.27	0.4666666666666667	0.3	0.15	0.03333333333333333	0.1375	0.0	0.3025	1.0	0.0	0.2633333333333333	0.055519999999999986	0.07	0.27	0.4666666666666667	0.0	0.0	0.03333333333333333	0.06250000000000001	0.0	0.0	0.0	0.0	0.2633333333333333	0.055519999999999986	0.07	0.27	0.4666666666666667	0.0	0.0	0.03333333333333333	0.06250000000000001	0.0	0.0	0.0	0.0	0.2633333333333333
5	1.0	0.48	1.0	0.19008	0.14	0.07	0.4666666666666667	0.3	0.15	0.03333333333333333	0.1375	0.0	0.3025	1.0	0.0	0.006666666666666667	0.059719999999999995	0.07	0.07	0.4666666666666667	0.0	0.0	0.03333333333333333	0.06250000000000001	0.0	0.0	0.0	0.0	0.006666666666666667	0.059719999999999995	0.07	0.07	0.4666666666666667	0.0	0.0	0.03333333333333333	0.06250000000000001	0.0	0.0	0.0	0.0	0.006666666666666667
20	1.0	0.48	1.0	0.19168	0.16	0.07	0.4666666666666667	0.3	0.15	0.03333333333333333	0.15	0.0	0.3025	1.0	0.0	0.18333333333333332	0.061319999999999986	0.09	0.07	0.4666666666666667	0.0	0.0	0.03333333333333333	0.075	0.0	0.0	0.0	0.0	0.18333333333333332	0.061319999999999986	0.09	0.07	0.4666666666666667	0.0	0.0	0.03333333333333333	0.075	0.0	0.0	0.0	0.0	0.18333333333333332
20	1.0	0.48	1.0	0.19168	0.16	0.07	0.4666666666666667	0.3	0.15	0.03333333333333333	0.15	0.0	0.3025	1.0	0.0	0.15	0.061319999999999986	0.09	0.07	0.4666666666666667	0.0	0.0	0.03333333333333333	0.075	0.0	0.0	0.0	0.0	0.15	0.061319999999999986	0.09	0.07	0.4666666666666667	0.0	0.0	0.03333333333333333	0.075	0.0	0.0	0.0	0.0	0.15
20	1.0	0.48	1.0	0.19168	0.16	0.07	0.4666666666666667	0.3	0.15	0.03333333333333333	0.15	0.0	0.3025	1.0	0.0	0.13	0.061319999999999986	0.09	0.07	0.4666666666666667	0.0	0.0	0.03333333333333333	0.075	0.0	0.0	0.0	0.0	0.13	0.061319999999999986	0.09	0.07	0.4666666666666667	0.0	0.0	0.03333333333333333	0.075	0.0	0.0	0.0	0.0	0.13
20	1.0	0.48	1.0	0.19168	0.16	0.07	0.4666666666666667	0.3	0.15	0.03333333333333333	0.15	0.0	0.3025	1.0	0.0	0.11333333333333333	0.061319999999999986	0.09	0.07	0.4666666666666667	0.0	0.0	0.03333333333333333	0.075	0.0	0.0	0.0	0.0	0.11333333333333333	0.061319999999999986	0.09	0.07	0.4666666666666667	0.0	0.0	0.03333333333333333	0.075	0.0	0.0	0.0	0.0	0.11333333333333333
20	1.0	0.48	1.0	0.19168	0.16	0.07	0.4666666666666667	0.3	0.15	0.03333333333333333	0.15	0.0	0.3025	1.0	0.0	0.1	0.061319999999999986	0.09	0.07	0.4666666666666667	0.0	0.0	0.03333333333333333	0.075	0.0	0.0	0.0	0.0	0.1	0.061319999999999986	0.09	0.07	0.4666666666666667	0.0	0.0	0.03333333333333333	0.075	0.0	0.0	0.0	0.0	0.1
20	1.0	0.48	1.0	0.19168	0.16	0.07	0.4666666666666667	0.3	0.15	0.03333333333333333	0.15	0.0	0.3025	1.0	0.0	0.07666666666666666	0.061319999999999986	0.09	0.07	0.4666666666666667	0.0	0.0	0.03333333333333333	0.075	0.0	0.0	0.0	0.0	0.07666666666666666	0.061319999999999986	0.09	0.07	0.4666666666666667	0.0	0.0	0.03333333333333333	0.075	0.0	0.0	0.0	0.0	0.07666666666666666
9	1.0	0.48	1.0	0.19168	0.16	0.07	0.4666666666666667	0.3	0.15	0.03333333333333333	0.15	0.0	0.3025	1.0	0.0	0.08333333333333333	0.061319999999999986	0.09	0.07	0.4666666666666667	0.0	0.0	0.03333333333333333	0.075	0.0	0.0	0.0	0.0	0.08333333333333333	0.061319999999999986	0.09	0.07	0.4666666666666667	0.0	0.0	0.03333333333333333	0.075	0.0	0.0	0.0	0.0	0.08333333333333333
20	1.0	0.48	1.0	0.13036	0.1	0.1	0.43333333333333335	0.3	0.15	0.0	0.075	0.0	0.3025	1.0	0.0	0.17	-0.061319999999999986	-0.03	0.1	0.43333333333333335	0.0	0.0	0.0	-0.075	0.0	0.0	0.0	0.0	0.17	-0.061319999999999986	-0.03	0.1	0.43333333333333335	0.0	0.0	0.0	-0.075	0.0	0.0	0.0	0.0	0.17
20	1.0	0.48	1.0	0.13036	0.1	0.1	0.43333333333333335	0.3	0.15	0.0	0.075	0.0	0.3025	1.0	0.0	0.12666666666666668	-0.061319999999999986	-0.03	0.1	0.43333333333333335	0.0	0.0	0.0	-0.075	0.0	0.0	0.0	0.0	0.12666666666666668	-0.061319999999999986	-0.03	0.1	0.43333333333333335	0.0	0.0	0.0	-0.075	0.0	0.0	0.0	0.0	0.12666666666666668
10	1.0	0.48	1.0	0.13036	0.1	0.1	0.43333333333333335	0.3	0.15	0.0	0.075	0.0	0.3025	1.0	0.0	0.09	-0.061319999999999986	-0.03	0.1	0.43333333333333335	0.0	0.0	0.0	-0.075	0.0	0.0	0.0	0.0	0.09	-0.061319999999999986	-0.03	0.1	0.43333333333333335	0.0	0.0	0.0	-0.075	0.0	0.0	0.0	0.0	0.09
20	1.0	0.48	1.0	0.13836	0.1	0.0	0.4666666666666667	0.3	0.15	0.0	0.075	0.0	0.3025	1.0	0.0	0.03	-0.05331999999999998	-0.03	0.0	0.4666666666666667	0.0	0.0	0.0	-0.075	0.0	0.0	0.0	0.0	0.03	-0.05331999999999998	-0.03	0.0	0.4666666666666667	0.0	0.0	0.0	-0.075	0.0	0.0	0.0	0.0	0.03
20	1.0	0.48	1.0	0.13836	0.1	0.0	0.4666666666666667	0.3	0.15	0.0	0.075	0.0	0.3025	1.0	0.0	0.016666666666666666	-0.05331999999999998	-0.03	0.0	0.4666666666666667	0.0	0.0	0.0	-0.075	0.0	0.0	0.0	0.0	0.016666666666666666	-0.05331999999999998	-0.03	0.0	0.4666666666666667	0.0	0.0	0.0	-0.075	0.0	0.0	0.0	0.0	0.016666666666666666
20	1.0	0.48	1.0	0.13836	0.1	0.0	0.4666666666666667	0.3	0.15	0.0	0.075	0.0	0.3025	1.0	0.0	0.013333333333333334	-0.05331999999999998	-0.03	0.0	0.4666666666666667	0.0	0.0	0.0	-0.075	0.0	0.0	0.0	0.0	0.013333333333333334	-0.05331999999999998	-0.03	0.0	0.4666666666666667	0.0	0.0	0.0	-0.075	0.0	0.0	0.0	0.0	0.013333333333333334
0	1.0	0.5	1.0	0.19368	0.16	0.23	0.4666666666666667	0.3	0.15	0.03333333333333333	0.15	0.0	0.3025	1.0	0.0	0.29	0.05531999999999998	0.09	0.23	0.4666666666666667	0.0	0.0	0.03333333333333333	0.075	0.0	0.0	0.0	0.0	0.29	0.05531999999999998	0.09	0.23	0.4666666666666667	0.0	0.0	0.03333333333333333	0.075	0.0	0.0	0.0	0.0	0.29
20	1.0	0.5	1.0	0.19788	0.16	0.03	0.4666666666666667	0.3	0.15	0.03333333333333333	0.15	0.0	0.3025	1.0	0.0	0.12333333333333334	0.05951999999999999	0.09	0.03	0.4666666666666667	0.0	0.0	0.03333333333333333	0.075	0.0	0.0	0.0	0.0	0.12333333333333334	0.05951999999999999	0.09	0.03	0.4666666666666667	0.0	0.0	0.03333333333333333	0.075	0.0	0.0	0.0	0.0	0.12333333333333334
20	1.0	0.5	1.0	0.19788	0.16	0.03	0.4666666666666667	0.3	0.15	0.03333333333333333	0.15	0.0	0.3025	1.0	0.0	0.10666666666666667	0.05951999999999999	0.09	0.03	0.4666666666666667	0.0	0.0	0.03333333333333333	0.075	0.0	0.0	0.0	0.0	0.10666666666666667	0.05951999999999999	0.09	0.03	0.4666666666666667	0.0	0.0	0.03333333333333333	0.075	0.0	0.0	0.0	0.0	0.10666666666666667
20	1.0	0.5	1.0	0.19788	0.16	0.03	0.4666666666666667	0.3	0.15	0.03333333333333333	0.15	0.0	0.3025	1.0	0.0	0.09333333333333334	0.05951999999999999	0.09	0.03	0.4666666666666667	0.0	0.0	0.03333333333333333	0.075	0.0	0.0	0.0	0.0	0.09333333333333334	0.05951999999999999	0.09	0.03	0.4666666666666667	0.0	0.0	0.03333333333333333	0.075	0.0	0.0	0.0	0.0	0.09333333333333334
20	1.0	0.5	1.0	0.19788	0.16	0.03	0.4666666666666667	0.3	0.15	0.03333333333333333	0.15	0.0	0.3025	1.0	0.0	0.07333333333333333	0.05951999999999999	0.09	0.03	0.4666666666666667	0.0	0.0	0.03333333333333333	0.075	0.0	0.0	0.0	0.0	0.07333333333333333	0.05951999999999999	0.09	0.03	0.4666666666666667	0.0	0.0	0.03333333333333333	0.075	0.0	0.0	0.0	0.0	0.07333333333333333
20	1.0	0.5	1.0	0.19788	0.16	0.03	0.4666666666666667	0.3	0.15	0.03333333333333333	0.15	0.0	0.3025	1.0	0.0	0.06	0.05951999999999999	0.09	0.03	0.4666666666666667	0.0	0.0	0.03333333333333333	0.075	0.0	0.0	0.0	0.0	0.06	0.05951999999999999	0.09	0.03	0.4666666666666667	0.0	0.0	0.03333333333333333	0.075	0.0	0.0	0.0	0.0	0.06
9	1.0	0.5	1.0	0.19788	0.16	0.03	0.4666666666666667	0.3	0.15	0.03333333333333333	0.15	0.0	0.3025	1.0	0.0	0.05	0.05951999999999999	0.09	0.03	0.4666666666666667	0.0	0.0	0.03333333333333333	0.075	0.0	0.0	0.0	0.0	0.05	0.05951999999999999	0.09	0.03	0.4666666666666667	0.0	0.0	0.03333333333333333	0.075	0.0	0.0	0.0	0.0	0.05
0	1.0	0.5	1.0	0.13836	0.1	0.1	0.4666666666666667	0.3	0.15	0.0	0.075	0.0	0.3025	1.0	0.0	0.2866666666666667	-0.05951999999999999	-0.03	0.1	0.4666666666666667	0.0	0.0	0.0	-0.075	0.0	0.0	0.0	0.0	0.2866666666666667	-0.05951999999999999	-0.03	0.1	0.4666666666666667	0.0	0.0	0.0	-0.075	0.0	0.0	0.0	0.0	0.2866666666666667
5	1.0	0.5	1.0	0.13876	0.1	0.0	0.4666666666666667	0.3	0.15	0.0	0.075	0.0	0.3025	1.0	0.0	0.006666666666666667	-0.059120000000000006	-0.03	0.0	0.4666666666666667	0.0	0.0	0.0	-0.075	0.0	0.0	0.0	0.0	0.006666666666666667	-0.059120000000000006	-0.03	0.0	0.4666666666666667	0.0	0.0	0.0	-0.075	0.0	0.0	0.0	0.0	0.006666666666666667
20	1.0	0.5	1.0	0.14016	0.11	0.05	0.4666666666666667	0.3	0.15	0.0	0.0875	0.0	0.3025	1.0	0.0	0.19333333333333333	-0.057719999999999994	-0.020000000000000004	0.05	0.4666666666666667	0.0	0.0	0.0	-0.0625	0.0	0.0	0.0	0.0	0.19333333333333333	-0.057719999999999994	-0.020000000000000004	0.05	0.4666666666666667	0.0	0.0	0.0	-0.0625	0.0	0.0	0.0	0.0	0.19333333333333333
20	1.0	0.5	1.0	0.14016	0.11	0.05	0.4666666666666667	0.3	0.15	0.0	0.0875	0.0	0.3025	1.0	0.0	0.15333333333333332	-0.057719999999999994	-0.020000000000000004	0.05	0.4666666666666667	0.0	0.0	0.0	-0.0625	0.0	0.0	0.0	0.0	0.15333333333333332	-0.057719999999999994	-0.020000000000000004	0.05	0.4666666666666667	0.0	0.0	0.0	-0.0625	0.0	0.0	0.0	0.0	0.15333333333333332
9	1.0	0.5	1.0	0.14016	0.11	0.05	0.4666666666666667	0.3	0.15	0.0	0.0875	0.0	0.3025	1.0	0.0	0.12666666666666668	-0.057719999999999994	-0.020000000000000004	0.05	0.4666666666666667	0.0	0.0	0.0	-0.0625	0.0	0.0	0.0	0.0	0.12666666666666668	-0.057719999999999994	-0.020000000000000004	0.05	0.4666666666666667	0.0	0.0	0.0	-0.0625	0.0	0.0	0.0	0.0	0.12666666666666668
0	1.0	0.52	1.0	0.19788	0.16	0.19	0.4666666666666667	0.3	0.15	0.03333333333333333	0.15	0.0	0.3025	1.0	0.0	0.24	0.057719999999999994	0.08	0.19	0.4666666666666667	0.0	0.0	0.03333333333333333	0.0625	0.0	0.0	0.0	0.0	0.24	0.057719999999999994	0.08	0.19	0.4666666666666667	0.0	0.0	0.03333333333333333	0.0625	0.0	0.0	0.0	0.0	0.24
20	1.0	0.52	1.0	0.19868	0.16	0.05	0.4666666666666667	0.3	0.15	0.03333333333333333	0.15	0.0	0.3025	1.0	0.0	0.14	0.05851999999999999	0.08	0.05	0.4666666666666667	0.0	0.0	0.03333333333333333	0.0625	0.0	0.0	0.0	0.0	0.14	0.05851999999999999	0.08	0.05	0.4666666666666667	0.0	0.0	0.03333333333333333	0.0625	0.0	0.0	0.0	0.0	0.14
20	1.0	0.52	1.0	0.19868	0.16	0.05	0.4666666666666667	0.3	0.15	0.03333333333333333	0.15	0.0	0.3025	1.0	0.0	0.11	0.05851999999999999	0.08	0.05	0.4666666666666667	0.0	0.0	0.03333333333333333	0.0625	0.0	0.0	0.0	0.0	0.11	0.05851999999999999	0.08	0.05	0.4666666666666667	0.0	0.0	0.03333333333333333	0.0625	0.0	0.0	0.0	0.0	0.11
9	1.0	0.52	1.0	0.19868	0.16	0.05	0.4666666666666667	0.3	0.15	0.03333333333333333	0.15	0.0	0.3025	1.0	0.0	0.07	0.05851999999999999	0.08	0.05	0.4666666666666667	0.0	0.0	0.03333333333333333	0.0625	0.0	0.0	0.0	0.0	0.07	0.05851999999999999	0.08	0.05	0.4666666666666667	0.0	0.0	0.03333333333333333	0.0625	0.0	0.0	0.0	0.0	0.07
0	1.0	0.52	1.0	0.14016	0.11	0.16	0.4666666666666667	0.3	0.15	0.0	0.0875	0.0	0.3025	1.0	0.0	0.37	-0.05851999999999999	-0.020000000000000004	0.16	0.4666666666666667	0.0	0.0	0.0	-0.0625	0.0	0.0	0.0	0.0	0.37	-0.05851999999999999	-0.020000000000000004	0.16	0.4666666666666667	0.0	0.0	0.0	-0.0625	0.0	0.0	0.0	0.0	0.37
5	1.0	0.52	1.0	0.15676	0.11	0.16	0.4666666666666667	0.3	0.15	0.0	0.0875	0.0	0.3025	1.0	0.0	0.006666666666666667	-0.041919999999999985	-0.020000000000000004	0.16	0.4666666666666667	0.0	0.0	0.0	-0.0625	0.0	0.0	0.0	0.0	0.006666666666666667	-0.041919999999999985	-0.020000000000000004	0.16	0.4666666666666667	0.0	0.0	0.0	-0.0625	0.0	0.0	0.0	0.0	0.006666666666666667
0	1.0	0.52	1.0	0.15816	0.12	0.21	0.4666666666666667	0.3	0.15	0.0	0.1	0.0	0.3025	1.0	0.0	0.3466666666666667	-0.04052	-0.010000000000000009	0.21	0.4666666666666667	0.0	0.0	0.0	-0.04999999999999999	0.0	0.0	0.0	0.0	0.3466666666666667	-0.04052	-0.010000000000000009	0.21	0.4666666666666667	0.0	0.0	0.0	-0.04999999999999999	0.0	0.0	0.0	0.0	0.3466666666666667
5	1.0	0.52	1.0	0.15896	0.12	0.01	0.4666666666666667	0.3	0.15	0.0	0.1	0.0	0.3025	1.0	0.0	0.006666666666666667	-0.039720000000000005	-0.010000000000000009	0.01	0.4666666666666667	0.0	0.0	0.0	-0.04999999999999999	0.0	0.0	0.0	0.0	0.006666666666666667	-0.039720000000000005	-0.010000000000000009	0.01	0.4666666666666667	0.0	0.0	0.0	-0.04999999999999999	0.0	0.0	0.0	0.0	0.006666666666666667
20	1.0	0.52	1.0	0.16736	0.13	0.01	0.4666666666666667	0.3	0.15	0.0	0.1125	0.0	0.3025	1.0	0.0	0.12	-0.03131999999999999	0.0	0.01	0.4666666666666667	0.0	0.0	0.0	-0.03749999999999999	0.0	0.0	0.0	0.0	0.12	-0.03131999999999999	0.0	0.01	0.4666666666666667	0.0	0.0	0.0	-0.03749999999999999	0.0	0.0	0.0	0.0	0.12
20	1.0	0.52	1.0	0.16736	0.13	0.01	0.4666666666666667	0.3	0.15	0.0	0.1125	0.0	0.3025	1.0	0.0	0.09333333333333334	-0.03131999999999999	0.0	0.01	0.4666666666666667	0.0	0.0	0.0	-0.03749999999999999	0.0	0.0	0.0	0.0	0.09333333333333334	-0.03131999999999999	0.0	0.01	0.4666666666666667	0.0	0.0	0.0	-0.03749999999999999	0.0	0.0	0.0	0.0	0.09333333333333334
9	1.0	0.52	1.0	0.16736	0.13	0.11	0.4666666666666667	0.3	0.15	0.0	0.1125	0.0	0.3025	1.0	0.0	0.22666666666666666	-0.03131999999999999	0.0	0.11	0.4666666666666667	0.0	0.0	0.0	-0.03749999999999999	0.0	0.0	0.0	0.0	0.22666666666666666	-0.03131999999999999	0.0	0.11	0.4666666666666667	0.0	0.0	0.0	-0.03749999999999999	0.0	0.0	0.0	0.0	0.22666666666666666
0	1.0	0.54	1.0	0.20068	0.16	0.21	0.4666666666666667	0.3	0.15	0.03333333333333333	0.15	0.0	0.3025	1.0	0.0	0.25333333333333335	0.03331999999999999	0.06	0.21	0.4666666666666667	0.0	0.0	0.03333333333333333	0.03749999999999999	0.0	0.0	0.0	0.0	0.25333333333333335	0.03331999999999999	0.06	0.21	0.4666666666666667	0.0	0.0	0.03333333333333333	0.03749999999999999	0.0	0.0	0.0	0.0	0.25333333333333335
5	1.0	0.54	1.0	0.20488	0.16	0.01	0.4666666666666667	0.3	0.15	0.03333333333333333	0.15	0.0	0.3025	1.0	0.0	0.006666666666666667	0.03752	0.06	0.01	0.4666666666666667	0.0	0.0	0.03333333333333333	0.03749999999999999	0.0	0.0	0.0	0.0	0.006666666666666667	0.03752	0.06	0.01	0.4666666666666667	0.0	0.0	0.03333333333333333	0.03749999999999999	0.0	0.0	0.0	0.0	0.006666666666666667
